Date,Store,Name,Store_type,Store_Type_ind,Store_status,Addr1,Addr2,City,Region,State,Zipcode
20131202,2106,"Hillstreet News and Tobacco","Liquor  Store",F,A,"2217 College",,"Cedar Falls",,IA,506130000
20131202,2112,"Mike's Liquors","Liquor  Store",F,I,"407 Sharp St.",,Glenwood,,IA,515340000
20131202,2113,"Jamboree Foods","Liquor  Store",F,A,"1119 Market St. Box 71",,Gowrie,,IA,505430000
20131202,2119,"Manly Liquor Store","Liquor  Store",F,I,"133 East Main",,Manly,,IA,504560000
20131202,2130,"Sycamore Convenience","Liquor  Store",F,A,"617 Sycamore",,Waterloo,,IA,507030000
20131202,2132,"Spirits and Such","Liquor  Store",F,I,"100 E Elm",,"West Union",,IA,521750000
20131202,2141,"Brewski's Beverage","Liquor  Store",F,I,"726 Creek Top",,"Council Bluffs",,IA,515010000
20131202,2152,"Dugans Supermarket","Liquor  Store",F,A,"202 4th North",,Rockwell,,IA,504690000
20131202,2154,"Coralville Liquor Store","Liquor  Store",F,I,"411 2nd St. Hwy 6 W.",,Coralville,,IA,522410000
20131202,2155,"Calliope Liquor Sales","Liquor  Store",F,I,"2021 Avenue E",,Hawarden,,IA,510230000
20131202,2161,"Huber's Store Inc.","Liquor  Store",F,A,"First & Main",,"Ft. Atkinson",,IA,521440000
20131202,2164,"Sauser's Hardware and Groce","Liquor  Store",F,I,"301 Adams St/po Box 433",,Ryan,,IA,523300000
20131202,2165,"Lange's Liquor Store","Liquor  Store",F,I,"618 Lombard Street",,Clarence,,IA,522160000
20131202,2170,"Marshall's Liquor I","Liquor  Store",F,I,"810 W 7th St",,"Sioux City",,IA,511030000
20131202,2177,"Cashwise Foods","Liquor  Store",F,I,"2400 Fourth Street Sw",,"Mason City",,IA,504010000
20131202,2178,"Double ""d"" Liquor Store","Liquor  Store",F,A,"618 Rossville Road",,Waukon,,IA,521720000
20131202,2179,"Twin City Liquor","Liquor  Store",F,I,"610 W. So. Omaha Bridge Dr.",,"Council Bluffs",,IA,515010000
20131202,2183,"Liquor and Food Center","Liquor  Store",F,I,"501 Lynn Street",,Tipton,,IA,527720000
20131202,2188,"Kind's Jack and Jill Food C","Liquor  Store",F,I,"110 S Main",,Sigourney,,IA,525910000
20131202,2190,"Central City Liquor Inc.","Liquor  Store",F,A,"1460 2nd Ave",,"Des Moines",,IA,503140000
20131202,2191,"Keokuk Spirits","Liquor  Store",F,A,"1013 Main",,Keokuk,,IA,526320000
20131202,2196,"Flynn's Supermarket","Liquor  Store",F,I,"116 Main",,Pocahontas,,IA,505740000
20131202,2198,"Barb's Service","Liquor  Store",F,I,"Rr  Hwy 18",,Everly,,IA,513380000
20131202,2199,"Beneficial Liquor And Bev","Liquor  Store",F,I,"Box 66/107 S Main",,"Saint Donatus",,IA,520710000
20131202,2200,"Sac Liquor Store","Liquor  Store",F,A,"619 E Main St",,"Sac City",,IA,505830000
20131202,2201,"Smith's Liquors-c And D L","Liquor  Store",F,I,"835 6th St",,Nevada,,IA,502010000
20131202,2205,"Ding's Honk And Holler","Liquor  Store",F,A,"900 E. Washington",,Clarinda,,IA,516320000
20131202,2222,"Kennedy's S.v.","Liquor  Store",F,I,"207 East Charles",,Oelwein,,IA,999999999
20131202,2226,"Dj's Liquor Store","Liquor  Store",F,I,"615 2nd Avenue",,Sheldon,,IA,512010000
20131202,2227,"Ivy's Investment Corp","Liquor  Store",F,I,"301 S. Floyd Blvd.",,"Sioux City",,IA,511070000
20131202,2228,"Rodgers Spirits and More","Liquor  Store",F,A,"53 Green St",,Winterset,,IA,502730000
20131202,2231,"Hi Way Liquor","Liquor  Store",F,I,"416 5th Ave S.w.",,"Le Mars",,IA,510310000
20131202,2233,"Forbes Liquor Locker/remi","Liquor  Store",F,A,"2508 Enterprise Ave",,"Spirit Lake",,IA,513600000
20131202,2234,"Tj's Liquors","Liquor  Store",F,I,"602 8th St",,Wellsburg,,IA,506800000
20131202,2238,"Adventureland Inn/boutiqu","Liquor  Store",F,A,"3200 Adventureland Dr",,Altoona,,IA,500090000
20131202,2241,"Avoca Liquor","Liquor  Store",F,I,"158 S Elm St",,Avoca,,IA,515210000
20131202,2245,"Discount Liquors","Liquor  Store",F,I,"915 Short St #10",,Decorah,,IA,521010000
20131202,2248,"Ingersoll Liquor and Bevera","Liquor  Store",F,A,"3500 Ingersoll Ave",,"Des Moines",,IA,503120000
20131202,2249,"Family Beverage Center","Liquor  Store",F,I,"3400 Central Ave",,Dubuque,,IA,520010000
20131202,2250,"Payless Foods","Liquor  Store",F,I,"733 16th Ave Se",,Dyersville,,IA,520400000
20131202,2260,"Spirits And Ale Inc.","Liquor  Store",F,I,"509 First Ave",,Perry,,IA,502200000
20131202,2269,"Spirits To Go/marshalltow","Liquor  Store",F,I,"114 N Center",,Marshalltown,,IA,501580000
20131202,2275,"Wilkie Liquors","Liquor  Store",F,I,"724 1st St. East",,"Mount Vernon",,IA,523140000
20131202,2281,"Lena's Liquor","Liquor  Store",F,I,"1544 Superior St",,"Webster City",,IA,505950000
20131202,2285,"John's Grocery","Liquor  Store",F,A,"401 East Market St",,"Iowa City",,IA,522400000
20131202,2290,"Al's Liquors Unlimited","Liquor  Store",F,A,"215 West Milwaukee",,"Storm Lake",,IA,505880000
20131202,2294,"Donna's Liquors","Liquor  Store",F,I,"115 Sw Washington",,Remsen,,IA,510500000
20131202,2309,"J and K Market","Liquor  Store",F,I,"N. Side Square",,Centerville,,IA,525440000
20131202,2327,"West Side Spirits","Liquor  Store",F,A,"801 Hull St",,Corning,,IA,508410000
20131202,2335,"Schleswig's Schnapps Haus","Liquor  Store",F,I,"203 Cedar St",,Schleswig,,IA,514610000
20131202,2339,"Monte Spirits and Provision","Liquor  Store",F,I,"325 E Main",,Montezuma,,IA,501710000
20131202,2341,"Kuennen's Liquor Store","Liquor  Store",F,I,"317-319 State St",,"Saint Lucas",,IA,521660000
20131202,2353,"Cresco Liquor Store","Liquor  Store",F,A,"708 2nd Ave Se",,Cresco,,IA,521360000
20131202,2360,"The Cue Inc.","Liquor  Store",F,I,"1404 Main",,"Rock Valley",,IA,512470000
20131202,2364,"Main Street Spirits","Liquor  Store",F,I,"311 Main Street",,Mapleton,,IA,510340000
20131202,2367,"Spencer's Grocery","Liquor  Store",F,A,"101 South Burnett",,Shenandoah,,IA,516010000
20131202,2373,"Wine and Spirits Shoppe","Liquor  Store",F,I,"111 S Phillips",,Algona,,IA,505110000
20131202,2384,"Urban Liquor and Convenienc","Liquor  Store",F,I,"6401 Douglas Ave Ste 1",,Urbandale,,IA,503220000
20131202,2390,"Uptown Liquors","Liquor  Store",F,I,"306 Hwy 69 South",,"Forest City",,IA,504360000
20131202,2397,"Cr Liquor","Liquor  Store",F,I,"Hwy 141",,"Coon Rapids",,IA,500580000
20131202,2399,"Quik Mart / Lake View","Liquor  Store",F,I,"406 Main St",,"Lake View",,IA,514500000
20131202,2413,"Beecher Beverage","Liquor  Store",F,A,"1691 Asbury Road",,Dubuque,,IA,520010000
20131202,2419,"Oky Doky #6","Liquor  Store",F,I,"1256 Iowa St",,Dubuque,,IA,520010000
20131202,2421,"Drake Liquor Store","Liquor  Store",F,I,"1616 37 St",,"Des Moines",,IA,503100000
20131202,2422,"Marriott Corp.","Liquor  Store",F,A,"700 Grand Avenue",,"Des Moines",,IA,503090000
20131202,2433,"Medicine Chest","Liquor  Store",F,I,"1607 East 7th Street",,Atlantic,,IA,500220000
20131202,2444,"Monticello Family Foods","Liquor  Store",F,I,"120 North Sycamore St",,Monticello,,IA,523100000
20131202,2445,"Ruback's Food Center","Liquor  Store",F,A,"504 South Highway",,Oakland,,IA,515600000
20131202,2448,"Bottle Boutique","Liquor  Store",F,A,"705 E. Second",,Indianola,,IA,501250000
20131202,2449,Phar-mor/marion,"Liquor  Store",F,I,"1400 Twixt-town Road",,Marion,,IA,523020000
20131202,2451,"Lpc Liquor Store","Liquor  Store",F,I,"504 Hwy 218 N",,"La Porte City",,IA,506510000
20131202,2453,"The Beverage Shop","Liquor  Store",F,I,"211 E. Main Street",,Belmond,,IA,504210000
20131202,2459,"Reinhart Foods","Liquor  Store",F,A,"200 State Po Box 98",,"Guthrie Center",,IA,501150000
20131202,2460,"Liquor Barn Inc.","Liquor  Store",F,A,"721 Central Avenue West",,Hampton,,IA,504410000
20131202,2465,"Sid's Beverage Shop","Liquor  Store",F,A,"2727 Dodge St",,Dubuque,,IA,520030000
20131202,2466,"Siouxland Beverage","Liquor  Store",F,I,"1203 5th Street",,"Sioux City",,IA,511010000
20131202,2468,"Valley Liquor","Liquor  Store",F,I,"Highway 71 Po Box 352",,"Sioux Rapids",,IA,505850000
20131202,2475,"Private Cellar Inc.","Liquor  Store",F,A,"206 2nd Ave Ne",,"West Bend",,IA,505970000
20131202,2478,"Prairie Meadows","Liquor  Store",F,A,"One Prairie Meadows Drive",,Altoona,,IA,500090000
20131202,2485,"Discount Liquors Of Iowa","Liquor  Store",F,I,"1213 Broadway",,Denison,,IA,514420000
20131202,2487,"Anamosa Family Foods","Liquor  Store",F,A,"402 East Main",,Anamosa,,IA,522050000
20131202,2493,"Cyclone Liquors","Liquor  Store",F,I,"626 Lincolnway",,Ames,,IA,500100000
20131202,2498,"Charley's Quik Shop","Liquor  Store",F,A,"910 Main St",,Arlington,,IA,506060000
20131202,2500,"Hy-vee Food Store #1 / Am","Liquor  Store",F,A,"3800 W Lincoln Way",,Ames,,IA,500100000
20131202,2501,"Hy-vee  #2  / Ames","Liquor  Store",F,A,"640 Lincolnway",,Ames,,IA,500100000
20131202,2502,"Hy-vee Wine and Spirits/ An","Liquor  Store",F,A,"410 North Ankeny Blvd",,Ankeny,,IA,500210000
20131202,2503,"Hy-vee Drugstore / Ankeny","Liquor  Store",F,A,"849 South Ankeny Blvd.",,Ankeny,,IA,500210000
20131202,2505,"Hy-vee Wine and Spirits / B","Liquor  Store",F,A,"1111  8th St",,Boone,,IA,500360000
20131202,2506,"Hy-vee #1044 / Burlington","Liquor  Store",F,A,"3140 Agency",,Burlington,,IA,526010000
20131202,2507,"Hy-vee Food Store #1/burl","Liquor  Store",F,A,"939 Angular",,Burlington,,IA,526010000
20131202,2508,"Hy-vee Food Store #1/ceda","Liquor  Store",F,A,"1843 Johnson Avenue N.w.",,"Cedar Rapids",,IA,524050000
20131202,2509,"Hy-vee/drugtown #1/cedar","Liquor  Store",F,A,"1520 6th St Sw",,"Cedar Rapids",,IA,524040000
20131202,2510,"Hy-vee Drugstore #3 / Ced","Liquor  Store",F,A,"2405 Mt Vernon Rd Se",,"Cedar Rapids",,IA,524030000
20131202,2511,"Hy-vee/drugtown #2/cedar","Liquor  Store",F,I,"1440 32nd Street N.e.",,"Cedar Rapids",,IA,524020000
20131202,2512,"Hy-vee Wine and Spirits / I","Liquor  Store",F,A,"1720 Waterfront Dr",,"Iowa City",,IA,522400000
20131202,2513,"Hy-vee Food Store #2/iowa","Liquor  Store",F,A,"812  S 1st Ave",,"Iowa City",,IA,522400000
20131202,2514,"Hy-vee Drugstore / Marion","Liquor  Store",F,A,"2790 7th Avenue",,Marion,,IA,501290000
20131202,2515,"Hy-vee Food Store #1/maso","Liquor  Store",F,A,"2400 4th St Sw",,"Mason City",,IA,504010000
20131202,2516,"Hy-vee Wine and Spirits / N","Liquor  Store",F,I,"1718 First Avenue East",,Newton,,IA,502080000
20131202,2517,"Hy-vee Food Store #1/newt","Liquor  Store",F,A,"1501 First Avenue East",,Newton,,IA,502080000
20131202,2518,"Hy-vee Wine and Spirits / R","Liquor  Store",F,A,"1607 North Broadway",,"Red Oak",,IA,515660000
20131202,2519,"Hy-vee Wine and Spirits / W","Liquor  Store",F,I,"Willowlawn Mall 121 20th St N",,Waverly,,IA,506770000
20131202,2521,"Hy-vee Food and Drug / Gran","Liquor  Store",F,A,"1990 Grand Avenue",,"West Des Moines",,IA,502650000
20131202,2522,"Hy-vee Wine and Spirits / S","Liquor  Store",F,A,"Hwy 9 & 71",,"Spirit Lake",,IA,513600000
20131202,2523,"Hy-vee Food Store / Centerville","Liquor  Store",F,A,"414 N 18th St",,Centerville,,IA,525440000
20131202,2524,"Hy-vee Food Store/dubuque","Liquor  Store",F,A,"3500 Dodge St",,Dubuque,,IA,520010000
20131202,2527,"Hy-vee Food Store #5/des","Liquor  Store",F,A,"1107 Se Army Post Rd",,"Des Moines",,IA,503150000
20131202,2528,"Hy-vee Food Store #3/des","Liquor  Store",F,A,"3221 Se 14th St",,"Des Moines",,IA,503150000
20131202,2529,"Hy-vee Drugstore #4 / Ced","Liquor  Store",F,A,"4825 Johnson Ave Nw",,"Cedar Rapids",,IA,524050000
20131202,2531,"Hy-vee Food Store #1/des","Liquor  Store",F,I,"3330 Harding Rd",,"Des Moines",,IA,503100000
20131202,2532,"Hy-vee Food Store #2/des","Liquor  Store",F,A,"2540 E Euclid",,"Des Moines",,IA,503170000
20131202,2534,Hy-vee/drugtown/urbandale,"Liquor  Store",F,I,"8601 Douglas",,Urbandale,,IA,503220000
20131202,2535,"Hy-vee Food Store #1/wdm","Liquor  Store",F,A,"1700 Valley West Dr",,"West Des Moines",,IA,502650000
20131202,2536,"Hy-vee/pleasant Hill","Liquor  Store",F,A,"4815 Maple Drive",,"Pleasant Hill",,IA,503170000
20131202,2537,"Hy-vee Drugstore / Fort D","Liquor  Store",F,A,"215 S 25th St",,"Fort Dodge",,IA,505010000
20131202,2538,"Hy-vee Food Store #3/wate","Liquor  Store",F,A,"1422 Flammang Dr",,Waterloo,,IA,507020000
20131202,2539,"Hy-vee Food Store/iowa Fa","Liquor  Store",F,A,"Highway 65 South",,"Iowa Falls",,IA,501260000
20131202,2541,"Hy Vee/drugtown #2/counci","Liquor  Store",F,I,"1745 Madison Ave",,"Council Bluffs",,IA,515030000
20131202,2542,"Hy Vee/drugtown #1/counci","Liquor  Store",F,I,"1710 N. 16th",,"Council Bluffs",,IA,515010000
20131202,2543,"Hy-vee Food Store #1/ottu","Liquor  Store",F,A,"1025 North Quincy Ave",,Ottuwma,,IA,525010000
20131202,2544,"Hy-vee Food Store/marshal","Liquor  Store",F,A,"802 South Center",,Marshalltown,,IA,501580000
20131202,2545,"Hy-vee Drugstore / Iowa C","Liquor  Store",F,A,"310 N 1st St",,"Iowa City",,IA,522450000
20131202,2548,"Hy-vee Food Store/altoona","Liquor  Store",F,A,"100 8th Street Sw",,Altoona,,IA,500090000
20131202,2549,"Hy-vee Food Store/indiano","Liquor  Store",F,A,"910 N Jefferson",,Indianola,,IA,501250000
20131202,2550,"Hy-vee Food Store/osceola","Liquor  Store",F,A,"510 West Mclane",,Osceola,,IA,502130000
20131202,2551,"Hy-vee Food Store/charito","Liquor  Store",F,A,"2001 West Court",,Chariton,,IA,500490000
20131202,2552,"Hy-vee Food Store #3/ceda","Liquor  Store",F,A,"20 Wilson Avenue West",,"Cedar Rapids",,IA,524040000
20131202,2553,"Hy-vee Food Store/creston","Liquor  Store",F,A,"600 Sheldon",,Creston,,IA,508010000
20131202,2554,"Hy-vee Food Store/davenpo","Liquor  Store",F,A,"3019 Rockingham Road",,Davenport,,IA,528020000
20131202,2555,"Hy-vee Food Store/keokuk","Liquor  Store",F,A,"3111 Main",,Keokuk,,IA,526320000
20131202,2556,"Hy-vee Wine and Spirits / E","Liquor  Store",F,A,"2608 E. Central Avenue",,Estherville,,IA,513340000
20131202,2558,"Hy-vee Food Store / Mt Pl","Liquor  Store",F,A,"1700 E Washington",,"Mount Pleasant",,IA,526410000
20131202,2559,"Hy-vee Food Store / Albia","Liquor  Store",F,A,"Hwy. 34 West",,Albia,,IA,525310000
20131202,2560,"Hy-vee Food Store/marion","Liquor  Store",F,A,"3600 Business Hwy 151 East",,Marion,,IA,523020000
20131202,2561,"Hy-vee Food Store/fleur","Liquor  Store",F,A,"4605 Fleur Drive",,"Des Moines",,IA,503210000
20131202,2562,"Hy-vee Food Store/fort Do","Liquor  Store",F,A,"115 South 29th St",,"Fort Dodge",,IA,505010000
20131202,2564,"Hy-vee Food Store #4/wate","Liquor  Store",F,A,"4000 University",,Waterloo,,IA,507010000
20131202,2565,"Hy-vee Food Store/spencer","Liquor  Store",F,A,"819 N Grand Ave",,Spencer,,IA,513010000
20131202,2566,"Hy-vee Food Store/knoxvil","Liquor  Store",F,A,"813 N Lincoln Ste 1",,Knoxville,,IA,501380000
20131202,2567,"Hy-vee Drugstore / Davenp","Liquor  Store",F,A,"2200 West Kimberly",,Davenport,,IA,528060000
20131202,2568,"Hy-vee Food Store #4/ceda","Liquor  Store",F,A,"1556 First Avenue Ne",,"Cedar Rapids",,IA,524020000
20131202,2569,"Hy-vee Food Store #2/ceda","Liquor  Store",F,A,"279 Collins Road Ne",,"Cedar Rapids",,IA,524020000
20131202,2570,"Hy-vee Food Store/harlan","Liquor  Store",F,I,"2003 Chatburn Avenue",,Harlan,,IA,515370000
20131202,2571,"Hy-vee Food Store #2/wate","Liquor  Store",F,A,"2181 Logan Ave",,Waterloo,,IA,507031005
20131202,2572,"Hy Vee Food Store/cedar F","Liquor  Store",F,A,"6301 University",,"Cedar Falls",,IA,506130000
20131202,2573,"Hy Vee Food Store/muscati","Liquor  Store",F,A,"2400 2nd Ave",,Muscatine,,IA,527610000
20131202,2575,"Hy-vee Food Store #1/wate","Liquor  Store",F,A,"2834 Ansborough Ave",,Waterloo,,IA,507020000
20131202,2576,"Hy-vee Wine and Spirits / S","Liquor  Store",F,A,"1250 N Lake St",,"Storm Lake",,IA,505880000
20131202,2578,"Hy-vee/charles City","Liquor  Store",F,A,"901 Kelly St",,"Charles City",,IA,506160000
20131202,2579,"Hy-vee Food Store/grinnel","Liquor  Store",F,A,"320 West Street South",,Grinnell,,IA,501120000
20131202,2581,"Hy-vee Food Store/denison","Liquor  Store",F,I,"1426 Broadway",,Denison,,IA,514420000
20131202,2582,"Hy-vee #2 Food Store/maso","Liquor  Store",F,A,"551 S Illinois Ave",,"Mason City",,IA,504010000
20131202,2583,"Hy-vee Food Store/washing","Liquor  Store",F,A,"528 S Hwy 1",,Washington,,IA,523530000
20131202,2584,"Hy-vee Food Store/ft Madi","Liquor  Store",F,A,"2606 Avenue L",,"Fort Madison",,IA,526270000
20131202,2585,"Hy-vee Wine and Spirits / A","Liquor  Store",F,A,"1516 Highway 169 North",,Algona,,IA,505110000
20131202,2586,"Hy-vee Food Store/pella","Liquor  Store",F,I,"118 Se 9th St",,Pella,,IA,502190000
20131202,2587,"Hy-vee Food Store/johnsto","Liquor  Store",F,A,"5750 Merle Hay Road",,Johnston,,IA,501310000
20131202,2588,"Hy-vee Food and Drug #6/ced","Liquor  Store",F,A,"4035 Mt. Vernon Road S.e.",,"Cedar Rapids",,IA,524030000
20131202,2589,"Hy-vee #2 / Newton","Liquor  Store",F,I,"1302 First Avenue West",,Newton,,IA,502080000
20131202,2590,"Hy-vee Food Store #5/ceda","Liquor  Store",F,A,"3235 Oakland Road Ne",,"Cedar Rapids",,IA,524020000
20131202,2591,"Hy-vee Wine and Spirits / A","Liquor  Store",F,A,"1602 E. 7th St.",,Atlantic,,IA,500220000
20131202,2592,"Hy-vee Drugstore / Marsha","Liquor  Store",F,A,"1706 South Center",,Marshalltown,,IA,501580000
20131202,2593,"Hy-vee Food Store/carroll","Liquor  Store",F,A,"905 Us Highway 30 West",,Carroll,,IA,514010000
20131202,2594,"Hy-vee Food Store/sioux C","Liquor  Store",F,A,"4500 Sergeant Road",,"Sioux City",,IA,511060000
20131202,2595,"Hy-vee Wine and Spirits / D","Liquor  Store",F,A,"1620  4th Ave South",,Denison,,IA,514420000
20131202,2596,"Hy-vee/regal Liquors and Vi","Liquor  Store",F,A,"2453 North Court",,Ottumwa,,IA,525010000
20131202,2597,"Hy-vee Food Store/cheroke","Liquor  Store",F,A,"1300 N. Second",,Cherokee,,IA,510120000
20131202,2599,"Hy-vee Wine and Spirits / C","Liquor  Store",F,A,"Lantern Park Plaza",,Coralville,,IA,522410000
20131202,2600,"Hy-vee Food Store/oskaloo","Liquor  Store",F,A,"110  So  D  St",,Oskaloosa,,IA,525770000
20131202,2601,"Hy-vee Food Store / Fairf","Liquor  Store",F,A,"1300 West Burlington Ave",,Fairfield,,IA,525560000
20131202,2602,"Hy-vee Food Store/webster","Liquor  Store",F,A,"823  2nd St",,"Webster City",,IA,505950000
20131202,2603,"Hy-vee Wine and Spirits / B","Liquor  Store",F,A,"2890 Devils Glen Road",,Bettendorf,,IA,527220000
20131202,2604,"Hy-vee Wine and Spirits / L","Liquor  Store",F,A,"1201 12th Ave Sw",,Lemars,,IA,510310000
20131202,2605,"Hy-vee Drugstore #5 / Ced","Liquor  Store",F,A,"2001 Blairs Ferry Road Ne",,"Cedar Rapids",,IA,524020000
20131202,2606,"Hy-vee Wine and Spirits / H","Liquor  Store",F,A,"1011  13th St North",,Humboldt,,IA,505480000
20131202,2607,"Hy-vee Wine and Spirits / S","Liquor  Store",F,A,"520 So Fremont",,Shenandoah,,IA,516010000
20131202,2608,"Hy-vee Drugstore #1 / Wdm","Liquor  Store",F,I,"125  35th St",,"West Des Moines",,IA,502650000
20131202,2609,"Hy-vee Drugstore #2 / Ame","Liquor  Store",F,A,"500 Main St",,Ames,,IA,500100000
20131202,2610,"Hy-vee Wine and Spirits / M","Liquor  Store",F,I,"630 South Monroe",,"Mason City",,IA,504010000
20131202,2611,"Hy-vee Drugstore / Ottumw","Liquor  Store",F,A,"1140 North Jefferson St",,Ottumwa,,IA,525010000
20131202,2612,"Hy-vee Store / Perry","Liquor  Store",F,A,"1215  141 St",,Perry,,IA,502200000
20131202,2613,"Hy-vee Food Store #1 / Co","Liquor  Store",F,A,"2323 W Broadway",,"Council Bluffs",,IA,515010000
20131202,2614,"Hy-vee #3 Food and Drugstor","Liquor  Store",F,A,"1823 E Kimberly Rd",,Davenport,,IA,528070000
20131202,2615,"Hyvee Drugstore / Fairfie","Liquor  Store",F,I,"507 West Burlington Avenue",,Fairfield,,IA,525560000
20131202,2616,"Hy-vee Food and Drug / Clin","Liquor  Store",F,A,"901 South 4th St",,Clinton,,IA,527320000
20131202,2617,"Hy-vee Wine and Spirits / W","Liquor  Store",F,I,"1925 Grand Ave",,"West Des Moines",,IA,502650000
20131202,2618,"Hy-vee Drugstore #6 / Ced","Liquor  Store",F,A,"505 Boyson Rd Ne",,"Cedar Rapids",,IA,524020000
20131202,2619,"Hy-vee Wine and Spirits / W","Liquor  Store",F,A,"1725  74th St",,"West Des Moines",,IA,502660000
20131202,2620,"Hy-vee / Windsor Hts","Liquor  Store",F,A,"7101 University Ave",,"Windsor Heights",,IA,503110000
20131202,2621,"Hy-vee Food Store #3 / Si","Liquor  Store",F,A,"3301 Gordon Dr",,"Sioux City",,IA,511050000
20131202,2622,"Hy-vee Food Store / Iowa","Liquor  Store",F,A,"1201 N Dodge",,"Iowa City",,IA,522400000
20131202,2623,"Hy-vee Food Store #4 / Si","Liquor  Store",F,A,"2827 Hamilton Blvd",,"Sioux City",,IA,511040000
20131202,2624,"Hy-vee #2 / Dubuque","Liquor  Store",F,A,"2395 Nw Arterial Rd",,Dubuque,,IA,520020000
20131202,2625,"Hy-vee Wine and Spirits #2","Liquor  Store",F,A,"3301 W Kimberly Rd",,Davenport,,IA,528040000
20131202,2626,"Hy-vee Drugstore / Univer","Liquor  Store",F,A,"4100 University Ave",,"Des Moines",,IA,503110000
20131202,2627,"Hy-vee Wine and Spirits #1","Liquor  Store",F,A,"3424 Martin Luther King Jr Pkw",,"Des Moines",,IA,503100000
20131202,2628,"Hy-vee Food Store / Eldor","Liquor  Store",F,A,"1616 Edgington",,Eldora,,IA,506270000
20131202,2629,"Hy-vee Food Store #2/ Cou","Liquor  Store",F,A,"1745 Madison Ave",,"Council Bluffs",,IA,515030000
20131202,2630,"Hy-vee Drugstore #2 / Wdm","Liquor  Store",F,A,"1010  60th St",,"West Des Moines",,IA,502660000
20131202,2631,"Hy-vee Drugstore #1 / Wdm","Liquor  Store",F,I,"3580 Ep True Pkwy",,"West Des Moines",,IA,502650000
20131202,2632,"Hy-vee Drugstore / Newton","Liquor  Store",F,I,"1207 First Ave E",,Newton,,IA,502080000
20131202,2633,"Hy-vee #3 / Bdi / Des Moi","Liquor  Store",F,A,"3221 Se 14th St",,"Des Moines",,IA,503200000
20131202,2634,"Hy-vee Wine and Spirits / A","Liquor  Store",F,I,"3615 Lincoln Way",,Ames,,IA,500140000
20131202,2635,"Hy-vee #4 / Davenport","Liquor  Store",F,A,"4064 E 53rd St",,Davenport,,IA,528070000
20131202,2636,"Hy-vee Wine and Spirits / H","Liquor  Store",F,A,"2310 Hubbell Ave",,"Des Moines",,IA,503170000
20131202,2637,"Hy-vee #5 / Davenport","Liquor  Store",F,A,"2351 W Locust",,Davenport,,IA,528040000
20131202,2638,"Hy-vee Wine and Spirits / C","Liquor  Store",F,A,"5925 University Ave Ste A",,"Cedar Falls",,IA,506130000
20131202,2639,"Hy-vee Holiday House / Pe","Liquor  Store",F,I,"1201 2nd St",,Perry,,IA,502200000
20131202,2640,"Hy-vee #1 / Sioux City","Liquor  Store",F,I,"313 Cook St",,"Sioux City",,IA,511030000
20131202,2641,"Hy-vee Drugstore / Counci","Liquor  Store",F,A,"757 W Broadway",,"Council Bluffs",,IA,515010000
20131202,2642,"Hy-vee Wine and Spirits / P","Liquor  Store",F,A,"512 E Oskaloosa",,Pella,,IA,502190000
20131202,2643,"Hy-vee Wine and Spirits / W","Liquor  Store",F,A,"2126 Kimball Ave",,Waterloo,,IA,507010000
20131202,2644,"Hy-vee Fort Dodge Wine and","Liquor  Store",F,A,"1511 2nd Ave North",,"Fort Dodge",,IA,505010000
20131202,2645,"Hy-vee Drugstore / Muscat","Liquor  Store",F,I,"510 E 6th St",,Muscatine,,IA,527610000
20131202,2646,"Hy-vee Drugstore / Mt Ple","Liquor  Store",F,I,"129 S Jefferson St",,"Mount Pleasant",,IA,526410000
20131202,2647,"Hy-vee #7 / Cedar Rapids","Liquor  Store",F,A,"5050 Edgewood Rd",,"Cedar Rapids",,IA,524110000
20131202,2648,"Hy-vee #4 / Wdm","Liquor  Store",F,A,"555 S 51st St",,"West Des Moines",,IA,502650000
20131202,2649,"Hy-vee #3 / Dubuque","Liquor  Store",F,A,"400 Locust St",,Dubuque,,IA,520010000
20131202,2650,"Hy-vee Wine and Spirits / H","Liquor  Store",F,A,"1808 23rd St",,Harlan,,IA,515370000
20131202,2651,"Hy-vee / Waverly","Liquor  Store",F,A,"1311 4 Street Sw",,Waverly,,IA,506770000
20131202,2652,"Hy-vee Drug Store / Mason","Liquor  Store",F,A,"875  4th St Sw",,"Mason City",,IA,504010000
20131202,2653,"Hy-vee Wine and Spirits / W","Liquor  Store",F,A,"1004 W Madison St",,Washington,,IA,523530000
20131202,2654,"Hy-vee Drugstore / Cherok","Liquor  Store",F,I,"218 E Main",,Cherokee,,IA,510120000
20131202,2655,"Hy-vee Food Store / Clari","Liquor  Store",F,A,"1200 S 16th St",,Clarinda,,IA,516320000
20131202,2656,"Hy-vee Food Store / Corni","Liquor  Store",F,A,"300  10th St",,Corning,,IA,516320000
20131202,2657,"Hy-vee Food Store / Bedfo","Liquor  Store",F,A,"1604 Bent",,Bedford,,IA,508330000
20131202,2658,"Hy-vee Food Store / Mount","Liquor  Store",F,A,"402 S Hayes St",,"Mount Ayr",,IA,508540000
20131202,2659,"Hy-vee Food Store / Coryd","Liquor  Store",F,A,"303 E Jefferson St",,Corydon,,IA,500600000
20131202,2660,"HY-VEE FOOD STORE / SIOUX CENTER","Liquor  Store",F,A,"1951 S Main Ave",,"Sioux Center",,IA,51250
20131202,2661,"Hy-Vee Food Store / Sheldon","Liquor  Store",F,A,"1989 Park St",,Sheldon,,IA,51201
